body_title,graph,senior_posts,junior_posts,source_files,num_source_files
National Fraud Authority,2013-09-30,4,53,{u'/data/homeoffice/2013-09-30/130930-National-Fraud-Authority-Organogram-Data.xls': 57},1
National Heritage Memorial Fund,2011-03-31,4,40,{u'/data/hlf/2011-03-31/Government-staff-and-salary-data-blank-template---March-2011.xls': 44},1
National Institute for Health and Care Excellence,2011-03-31,16,259,{u'/data/nice/2011-03-31/government-staff-and-salary-data-blank-template---March-2011.xls': 274},1
National Institute for Health and Care Excellence,2011-09-30,17,269,{u'/data/nice/2011-09-30/government-staff-and-salary-data-blank-template---September-2011.xls': 286},1
National Institute for Health and Care Excellence,2012-03-31,22,320,{u'/data/nice/2012-03-31/NICE-310312.xls': 342},1
National Institute for Health and Care Excellence,2012-09-30,22,314,{u'/data/nice/2012-09-30/government-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 336},1
National Institute for Health and Care Excellence,2013-09-30,19,277,{u'/data/nice/2013-09-30/300913-NICE-Organogram.xls': 296},1
National Institute for Health and Care Excellence,2014-03-31,18,293,{u'/data/nice/2014-03-31/010414-NICE-Organogram.xls': 311},1
National Institute for Health and Care Excellence,2015-03-31,18,307,{u'/data/nice/2015-03-31/010415-NICE-Organogram.xls': 325},1
National Institute for Health and Care Excellence,2016-03-31,18,304,{u'/data/nice/2016-03-31/010416-NICE-Organogram.xls': 322},1
National Lottery Commission,2011-03-31,5,25,{u'/data/natlotcomm/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011-NLC.xls': 29},1
National Lottery Commission,2011-09-30,5,24,{u'/data/natlotcomm/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls': 29},1
National Lottery Commission,2012-03-31,2,10,{u'/data/natlotcomm/2012-03-31/NLC-government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 12},1
National Maritime Museum,2011-09-30,6,66,{u'/data/nmm/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 72},1
National Measurement Office,2011-03-31,1,3,{u'/data/nmo/2011-03-31/government-staff-and-salary-data---March-2011---v3.xls': 4},1
National Measurement Office,2011-09-30,1,3,{u'/data/nmo/2011-09-30/300911-NMO-Organogram-ver1.xls': 4},1
National Measurement Office,2012-03-31,1,3,{u'/data/nmo/2012-03-31/310312-NMO-Organogram-ver1.xls': 4},1
National Museum of Science and Industry,2011-03-31,10,252,{u'/data/nmsi/2011-03-31/government-staff-and-salary-data-blank-template---March-2011-final-version-3.xls': 262},1
National Museum of Science and Industry,2011-09-30,9,249,{u'/data/nmsi/2011-09-30/300911-NMSI-Organogram-Data-v1.xls': 258},1
National Museums Liverpool,2011-03-31,7,148,{u'/data/liverpoolmuseums/2011-03-31/Copy-of-NML-Information.xls': 154},1
National Museums Liverpool,2011-09-30,7,147,{u'/data/liverpoolmuseums/2011-09-30/300911-NML.xls': 154},1
National Offender Management Service,2011-03-31,85,4214,{u'/data/noms/2011-03-31/NOMS-dataset-v1.4.xls': 4299},1
National Offender Management Service,2011-09-30,77,4095,{u'/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls': 4172},1
National Offender Management Service,2012-03-31,75,3948,{u'/data/justice/2012-03-31/NOMS-and-Probation-Trusts.xls': 4023},1
National Offender Management Service,2012-09-30,75,3811,{u'/data/justice/2012-09-30/NOMS-and-Probation-Trusts-2012---Final-v3.xls': 3886},1
National Offender Management Service,2013-03-31,72,4016,{u'/data/justice/2013-03-31/Copy-of-NOMS-Agency-Transparency-Data-(Final)---31-March-2013.xls': 4088},1
National Offender Management Service,2013-09-30,72,3723,{u'/data/justice/2013-09-30/Copy-of-NOMS-Agency-Transparency-Data---30-Sep-13.xls': 3795},1
National Patient Safety Agency,2011-03-31,5,48,{u'/data/npsa/2011-03-31/2011.05.19-Government-staff-and-salary-data-NPSA-for-31.03.2011_for-upload_FINAL.xls': 53},1
National Patient Safety Agency,2011-09-30,5,42,{u'/data/npsa/2011-09-30/300911-NPSA-Organogram-Ver2.xls': 47},1
National Policing Improvement Agency,2011-03-31,31,810,{u'/data/npia/2011-03-31/government-staff-and-salary-data-blank-template---March-2011---NPIA.xls': 841},1
National Policing Improvement Agency,2011-09-30,31,554,{u'/data/npia/2011-09-30/Copy-of-government-staff-and-salary-data-FINAL-v3.0---October-2011.xls': 585},1
National Policing Improvement Agency,2012-03-31,31,551,{u'/data/npia/2012-03-31/NPIA-310312.xls': 582},1
National Portrait Gallery,2011-09-30,1,44,{u'/data/npg/2011-09-30/NPG-staff-and-salary-data-FINAL-r.xls': 45},1
National Treatment Agency for Substance Misuse,2011-09-30,7,25,{u'/data/nta-nhs/2011-09-30/government-staff-and-salary-data---October-2011--FINAL-FINAL-DOC.xls': 32},1
National Treatment Agency for Substance Misuse,2012-09-30,7,21,{u'/data/nta-nhs/2012-09-30/government-staff-and-salary-data-blank-template---November-2012-FINAL.xls': 28},1
Natural England,2011-03-31,24,234,{u'/data/naturalengland/2011-03-31/Natural-England-staff-and-salary-data-template---March-2011.xls': 258},1
Natural England,2011-09-30,23,155,{u'/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls': 178},1
Natural England,2012-03-31,23,178,{u'/data/naturalengland/2012-03-31/310312-Natural-England-Organogram.xls': 201},1
Natural England,2012-09-30,22,187,{u'/data/naturalengland/2012-09-30/300912-Natural-England-Organogram.xls': 209},1
Natural England,2013-09-30,23,178,{u'/data/naturalengland/2013-09-30/300913-Natural-England-Organogram.xls': 201},1
Natural England,2014-03-31,21,258,{u'/data/naturalengland/2014-03-31/310314-Natural-England-Organogram.xls': 279},1
Natural England,2014-09-30,21,239,{u'/data/naturalengland/2014-09-30/011014-Natural-England-Organogram.xls': 260},1
Natural England,2015-03-31,16,236,{u'/data/naturalengland/2015-03-31/310315-Natural-England-Organogram.xls': 252},1
Natural England,2015-09-30,17,255,{u'/data/naturalengland/2015-09-30/300915-Natural-England-Organogram.xls': 272},1
Natural Environment Research Council,2012-09-30,23,422,{u'/data/nerc/2012-09-30/NERC2-7-Nov.xls': 445},1
Natural Environment Research Council,2013-09-30,18,334,{u'/data/nerc/2013-09-30/Government-staff-and-salary-data-blank-template---September-2013-FINAL.xls': 352},1
Natural Environment Research Council,2014-03-31,19,723,{u'/data/nerc/2014-03-31/Government-staff-and-salary-data---March-2014-FINAL.xls': 742},1
Natural History Museum,2011-03-31,4,157,{u'/data/nhm/2011-03-31/NHM-Organograms-and-Snr-Staff-Salaries-at-at-31-Marchl-2011.xls': 161},1
Natural History Museum,2011-09-30,4,129,{u'/data/nhm/2011-09-30/NHM-Organograms---September-2011.xls': 133},1
Natural History Museum,2012-03-31,4,140,{u'/data/nhm/2012-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 144},1
Natural History Museum,2012-09-30,4,122,{u'/data/nhm/2012-09-30/Copy-of-government-staff-and-salary-data-blank-template---SEPT-2012-FINAL.xls': 126},1
NHS Arden and Greater East Midlands CSU,2016-03-31,12,1375,{u'/data/ardengemcsu/2016-03-31/880-Organogram-Template_20160505.xls': 1387},1
NHS Arden CSU,2014-03-31,8,91,{u'/data/ardencsu/2014-03-31/template-ACSU-Final.xls': 99},1
NHS Arden CSU,2015-03-31,5,145,{u'/data/ardengemcsu/2015-03-31/Arden-Organogram-FINAL.xls': 150},1
NHS Blood and Transplant,2011-03-31,54,94,{u'/data/nhsbt/2011-03-31/government-staff-and-salary-data---NHSBT.xls': 146},1
NHS Blood and Transplant,2011-09-30,50,91,{u'/data/nhsbt/2011-09-30/300911-NHSBT-government-staff-and-salary-data-template251011(5).xls': 141},1
NHS Blood and Transplant,2012-03-31,51,90,{u'/data/nhsbt/2012-03-31/NHSBT-staff-and-salary-data-blank-template---March-2012-FINALv4.xls': 141},1
NHS Blood and Transplant,2012-09-30,51,92,{u'/data/nhsbt/2012-09-30/government-staff-and-salary-data-NHSBT--Sept12.xls': 144},1
NHS Blood and Transplant,2013-09-30,51,92,{u'/data/nhsbt/2013-09-30/government-staff-and-salary-data-template---FinalTemplateSept2013.xls': 143},1
NHS Blood and Transplant,2014-03-31,54,93,{u'/data/nhsbt/2014-03-31/government-staff-and-salary-data-template---Working-DraftMar14.xls': 147},1
NHS Blood and Transplant,2015-03-31,60,83,{u'/data/nhsbt/2015-03-31/government-staff-and-salary-data-template---March-15-v3.xls': 143},1
NHS Blood and Transplant,2015-09-30,57,91,{u'/data/nhsbt/2015-09-30/government-staff-and-salary-data-template---Working-DraftSep15.xls': 148},1
NHS Blood and Transplant,2016-03-31,58,101,{u'/data/nhsbt/2016-03-31/government-staff-and-salary-data-template---Working-DraftMar16.xls': 159},1
NHS Business Services Authority,2011-09-30,5,71,{u'/data/ppa/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 76},1
NHS Business Services Authority,2012-03-31,5,69,{u'/data/ppa/2012-03-31/government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 74},1
NHS Business Services Authority,2012-09-30,5,67,{u'/data/nhs/2012-09-30/300912---NHSBSA---Organogram---ver1.xls': 72},1
NHS Business Services Authority,2013-09-30,5,126,{u'/data/nhs/2013-09-30/300913-NHS-Business-Services-Authority.xls': 131},1
NHS Business Services Authority,2014-03-31,5,130,{u'/data/nhs/2014-03-31/310314-NHS-Business-Services-Authority.xls': 135},1
NHS Central Southern CSU,2014-03-31,38,191,{u'/data/nhs/2014-03-31/Organograms---CSCSU-Final-Version-for-upload-amended-12-11-14.xls': 229},1
NHS Central Southern CSU,2015-03-31,6,192,{u'/data/nhs/2015-03-31/CSCSU-Final-Version-for-upload.xls': 198},1
NHS Cheshire and Merseyside Commissioning Support Unit,2014-03-31,40,157,{u'/data/nhs/2014-03-31/870-CMCSU-Organogram-30Sep14.xls': 197},1
NHS Cheshire and Merseyside Commissioning Support Unit,2015-03-31,39,155,{u'/data/nhs/2015-03-31/310315-870-Cheshire-Merseyside-CSU.xls': 195},1
NHS England,2013-03-31,296,1,{u'/data/nhs/2013-03-31/310313-NHSEngland-Organogram-Ver-18.xls': 297},1
NHS England,2013-09-30,293,1,{u'/data/nhs/2013-09-30/300913-NHSEngland-Organogram-ver4.xls': 294},1
NHS Greater East Midlands CSU,2014-03-31,6,437,{u'/data/gemcsu/2014-03-31/300914-GEM-CSU-Organogram-V6.xls': 443},1
NHS Greater East Midlands CSU,2015-03-31,8,504,{u'/data/ardengemcsu/2015-03-31/GEM-Organograms-FINAL-31-Mar-2015.xls': 512},1
NHS Information Centre for Health and Social Care,2011-03-31,28,103,{u'/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls': 131},1
NHS Information Centre for Health and Social Care,2011-09-30,35,126,{u'/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls': 161},1
NHS Information Centre for Health and Social Care,2012-09-30,37,112,{u'/data/ic/2012-09-30/30092012HSCIC_Organogram.xls': 149},1
NHS Litigation Authority,2011-03-31,6,33,{u'/data/nhsla/2011-03-31/20110404-government-staff-and-salary-data-blank-template---March-2011---NHS-Litigation-Authority.xls': 39},1
NHS Litigation Authority,2011-09-30,6,33,{u'/data/nhsla/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 39},1
NHS Litigation Authority,2012-03-31,6,32,{u'/data/nhsla/2012-03-31/310312-nhsla-government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 38},1
NHS Litigation Authority,2012-09-30,6,33,{u'/data/nhsla/2012-09-30/300912-nhsla-government-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 39},1
NHS Litigation Authority,2013-03-31,13,79,{u'/data/ncas/2013-03-31/060413-NHSLA-organogram-ver4.xls': 92},1
NHS Litigation Authority,2016-03-31,9,72,{u'/data/nhsla/2016-03-31/310316-NHSLA-Organogram-ver3-JM.xls': 81},1
NHS Midlands and Lancashire CSU,2014-09-30,7,270,{u'/data/staffordshirecss/2014-09-30/template-(MLCSU-300914).xls': 277},1
NHS Midlands and Lancashire CSU,2015-03-31,8,250,{u'/data/staffordshirecss/2015-03-31/template-(MLCSU-310315).xls': 258},1
NHS Midlands and Lancashire CSU,2016-03-31,13,269,{u'/data/staffordshirecss/2016-03-31/Organogram-Template_20160505-(MLCSU-310316)-v2.xls': 282},1
NHS North of England CSU,2014-03-31,7,113,{u'/data/nhs/2014-03-31/Version-2---NHSE-Spreadsheet.xls': 120},1
NHS North of England CSU,2015-03-31,7,126,{u'/data/nhs/2015-03-31/2015-NECS-final.xls': 133},1
NHS North Yorkshire and Humber CSU,2014-03-31,19,135,{u'/data/nhs/2014-03-31/NYH-v0.12.xls': 154},1
NHS South CSU,2015-03-31,6,161,{u'/data/southcsu/2015-03-31/310315-SOUTH-CSU-ORGANOGRAM.xls': 167},1
NHS South West CSU,2014-03-31,19,127,{u'/data/swcsu/2014-03-31/SWCSU-887-300914.xls': 146},1
NHS South West CSU,2015-03-31,19,128,{u'/data/swcsu/2015-03-31/SWCSU-887-310315.xls': 147},1
NHS Trust Development Authority,2013-03-31,85,137,{u'/data/nhs/2013-03-31/310713-NHS-Trust-Development-Authority-Organogram-ver2.xls': 222},1
Northern Ireland Human Rights Commission,2011-03-31,1,5,{u'/data/nio/2011-03-31/NIHRC---March-2011.xls': 6},1
Northern Ireland Office,2011-03-31,8,26,{u'/data/nio/2011-03-31/NIO---March-2011.xls': 34},1
Northern Ireland Office,2011-03-31,8,26,{u'/data/nio/2011-03-31/NIO---March-2011.xls': 34},1
Nuclear Decommissioning Authority,2011-09-30,54,4,{u'/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls': 58},1
Office for Budget Responsibility,2011-09-30,4,3,{u'/data/obr/2011-09-30/OBR-government-staff-and-salary-data-blank-template---October-2011-V3.xls': 7},1
Office for Budget Responsibility,2012-03-31,4,3,{u'/data/obr/2012-03-31/OBR--staff-and-salary-data----March-2012-V1.xls': 7},1
Office for Budget Responsibility,2012-09-30,4,3,{u'/data/obr/2012-09-30/OBR--staff-and-salary-data---September-2012-V3-Upload.xls': 7},1
Office for Budget Responsibility,2013-09-30,4,5,{u'/data/obr/2013-09-30/OBR--staff-and-salary-data----September-2013-V2.xls': 9},1
Office for Budget Responsibility,2014-03-31,4,5,{u'/data/obr/2014-03-31/OBR-staff-and-salary-data---March-2014-V1.xls': 9},1
Office for Budget Responsibility,2014-09-30,4,5,{u'/data/obr/2014-09-30/OBR-Senior-and-Junior-Staff-data-for-September-2014-approved.xls': 9},1
Office for Budget Responsibility,2015-03-31,4,5,{u'/data/obr/2015-03-31/OBR-staff-and-salary-data---March-2015-V1.xls': 9},1
Office for Fair Access,2013-09-30,1,5,{u'/data/hefce/2013-09-30/300913-OFFA-final.xls': 6},1
Office for National Statistics,2012-03-31,42,414,{u'/data/statistics/2012-03-31/UK-Statistics-Authority-310312v8.xls': 456},1
Ofsted,2011-03-31,37,171,{u'/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls': 205},1
Ofsted,2011-09-30,38,171,{u'/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls': 209},1
Ofsted,2012-09-30,32,162,{u'/data/ofsted/2012-09-30/government-staff-and-salary-data-blank-template---Sept-2012-UPLOADED.xls': 194},1
Ofsted,2014-03-31,28,130,{u'/data/ofsted/2014-03-31/Government-staff-and-salary-data-blank-June-2014.xls': 158},1
Office of Qualifications and Examinations Regulation,2011-03-31,5,24,{u'/data/Ofqual/2011-03-31/Ofqual-Staff-posts-and-Salary-data.xls': 29},1
Office of Qualifications and Examinations Regulation,2011-09-30,5,24,{u'/data/ofqual/2011-09-30/Ofqual-30092011.xls': 29},1
Office of Rail and Road,2012-03-31,15,279,{u'/data/orr/2012-03-31/310312-ORR-Organogram-HL.xls': 294},1
Office of Rail and Road,2012-09-30,17,282,{u'/data/orr/2012-09-30/300912-ORR-Organogram.xls': 300},1
Office of Rail and Road,2014-03-31,18,295,{u'/data/orr/2014-03-31/310314-ORR-Organogram-ver1_.xls': 313},1
Office of Rail and Road,2015-03-31,21,283,{u'/data/dft/2015-03-31/310315-ORR-Organogram-ver-1.xls': 304},1
Office of Rail and Road,2015-09-30,15,222,{u'/data/dft/2015-09-30/300915-ORR-Organogram-ver-1.xls': 237},1
Office of Rail and Road,2016-03-31,5,78,{u'/data/dft/2016-03-31/310316-ORR-Organogram-ver-1..xls': 83},1
Office of the Advocate General of Scotland,2011-09-30,5,41,{u'/data/advocategeneral/2011-09-30/300911-Transparency-Data-for-government-staff-and-salary-OAG-template---November--2011.xls': 46},1
Office of the Advocate General of Scotland,2012-09-30,5,41,{u'/data/scotlandoffice/2012-09-30/300912-Transparency-Data-for-government-staff-and-salary-OAG-template-new---September-2012.xls': 46},1
Office of the Advocate General of Scotland,2013-03-31,5,38,{u'/data/advocategeneral/2013-03-31/March-2013-Organogram-government-staff-and-salary-data-blank-template---OAG-March-2013.xls': 43},1
Office of the Children's Commissioner,2011-03-31,5,19,{u'/data/childrenscommissioner/2011-03-31/Copy-of-11-06-08-Approved-version-government-staff-and-salary-data---March-2011-v4.xls': 24},1
Office of the Immigration Services Commissioner,2011-03-31,1,15,{u'/data/oisc/2011-03-31/Copy-of-government-staff-and-salary-data-oisc.xls': 16},1
Office of the Immigration Services Commissioner,2011-09-30,2,14,{u'/data/oisc/2011-09-30/Copy-of-government-staff-and-salary-OISC_-October-2011.xls': 16},1
Office of the Immigration Services Commissioner,2012-03-31,2,15,{u'/data/oisc/2012-03-31/new-oisc-government-staff-and-salary-data-March-2012-FINAL.xls': 17},1
Office of the Immigration Services Commissioner,2012-09-30,2,15,{u'/data/oisc/2012-09-30/OISC---civil_service_data---Pay-Reporting-Req-Sep-2012.xls': 17},1
Office of the Immigration Services Commissioner,2013-03-31,2,15,{u'/data/oisc/2013-03-31/government-staff-and-salary-oisc-march-2013.xls': 17},1
Office of the Immigration Services Commissioner,2013-09-30,2,15,{u'/data/oisc/2013-09-30/Government-staff-and-salary-oisc---September-2013.xls': 17},1
Office of the Immigration Services Commissioner,2014-03-31,2,15,{u'/data/oisc/2014-03-31/Copy-of-Government-staff-and-salary-oisc---31-March-2014.xls': 17},1
Office of the Immigration Services Commissioner,2014-09-30,2,15,{u'/data/oisc/2014-09-30/OISC-Staff-and-salary-data-30-September-2014-FINAL.xls': 17},1
Office of the Immigration Services Commissioner,2015-03-31,2,17,{u'/data/oisc/2015-03-31/20150331--Organogram-Data--OISC.xls': 19},1
Olympic Delivery Authority,2011-03-31,32,133,{u'/data/london2012/2011-03-31/ODA-staff-data20110331-REV.xls': 165},1
Olympic Delivery Authority,2011-09-30,29,141,{u'/data/london2012/2011-09-30/Olympic_-Delivery_-Authority_-Staff_-and_-Salary_-data_-20110930.xls': 170},1
Olympic Delivery Authority,2013-09-30,9,21,{u'/data/london2012/2013-09-30/London-2012-Government-staff-and-salary-data-blank-template---Cleaned.xls': 30},1
Ordnance Survey,2011-03-31,6,205,{u'/data/ordnancesurvey/2011-03-31/Ordnance-Survey-Transparency-Data---March-2011.xls': 211},1
Ordnance Survey,2011-09-30,6,200,{u'/data/ordnancesurvey/2011-09-30/300911-OS-SCS-data.xls': 206},1
Ordnance Survey,2012-09-30,6,203,{u'/data/ordnancesurvey/2012-09-30/30092012-OS-ORGdata.xls': 209},1
Ordnance Survey,2013-09-30,6,235,{u'/data/ordnancesurvey/2013-09-30/30092013-OS-ORGdata.xls': 241},1
Parades Commission for Northern Ireland,2011-03-31,1,6,{u'/data/nio/2011-03-31/PCNI---March-2011.xls': 7},1
Parole Board,2011-03-31,2,48,{u'/data/homeoffice/2011-03-31/PB-upload-v2.3.xls': 50},1
Parole Board,2011-03-31,2,48,{u'/data/homeoffice/2011-03-31/PB-upload-v2.3.xls': 50},1
Parole Board,2011-09-30,2,45,{u'/data/justice/2011-09-30/300911-Parole-Board-Organogram(v0.1).xls': 47},1
Parole Board,2012-03-31,2,43,{u'/data/justice/2012-03-31/Parole-Board.xls': 45},1
Parole Board,2012-09-30,2,43,{u'/data/justice/2012-09-30/Parole-Board-2012.xls': 45},1
Parole Board,2013-09-30,2,79,{u'/data/justice/2013-09-30/Parole-Board-310313_17.10.13.xls': 81},1
Partnerships for Schools,2011-09-30,22,68,{u'/data/partnershipsforschools/2011-09-30/300911-PfS-Organogram.xls': 90},1
Pensions Ombudsman,2011-09-30,2,7,{u'/data/pensions-ombudsman/2011-09-30/government-staff-and-salary-data-blank-template---October-2011.xls': 9},1
Pensions Ombudsman,2013-09-30,2,7,{u'/data/pensions-ombudsman/2013-09-30/300913-OPO-Organogram-Ver1.xls': 9},1
Pensions Ombudsman,2014-09-30,2,7,{u'/data/pensions-ombudsman/2014-09-30/300914-OPO-Organogram.xls': 9},1
Planning Inspectorate,2011-09-30,5,82,{u'/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls': 87},1
Planning Inspectorate,2012-03-31,8,79,{u'/data/communities/2012-03-31/PINS-Organogram-and-Staff-Data-Template---March-2012-FINAL.xls': 87},1
Planning Inspectorate,2012-09-30,8,87,{u'/data/communities/2012-09-30/PINS-Organogram-and-Staff-Data.xls': 95},1
Prisons and Probation Ombudsman,2011-09-30,4,22,{u'/data/justice/2011-09-30/PPO-organograms-300911.xls': 26},1
Prisons and Probation Ombudsman,2011-09-30,2,6,{u'/data/ppo/2011-09-30/PPO-Organogram-transparency-Sept-2011.xls': 8},1
Prisons and Probation Ombudsman,2012-03-31,4,21,{u'/data/justice/2012-03-31/Prisons-and-Probation-Ombudsman.xls': 25},1
Prisons and Probation Ombudsman,2012-09-30,4,21,{u'/data/justice/2012-09-30/Prisons-and-Probation-Ombudsman-Sep-2012.xls': 25},1
Prisons and Probation Ombudsman,2013-03-31,4,19,{u'/data/justice/2013-03-31/Prisons-and-Probation-Ombudsman-310313.xls': 23},1
Prisons and Probation Ombudsman,2013-09-30,4,19,{u'/data/justice/2013-09-30/Prisons-and-Probation-Ombudsman-300913.xls': 23},1
Prisons and Probation Ombudsman,2014-09-30,3,12,{u'/data/justice/2014-09-30/PPO-September-Return.xls': 15},1
Public Health England,2013-03-31,68,558,{u'/data/phe/2013-03-31/PHE-0413-updated-3-100114.xls': 626},1
Public Health England,2013-09-30,89,688,{u'/data/phe/2013-09-30/PHE-300913-used-to-upload-final-version.xls': 777},1
Public Lending Right,2011-03-31,1,11,{u'/data/plr/2011-03-31/PLR-data-template---March-2011.xls': 12},1
Public Lending Right,2011-09-30,1,11,{u'/data/plr/2011-09-30/300911-Public-Lending-Right-Organogram-V1.xls': 12},1
Public Lending Right,2012-03-31,1,11,{u'/data/plr/2012-03-31/310312-PublicLendingRight-OrganogramV1.xls': 12},1
Public Lending Right,2012-09-30,1,11,{u'/data/ntlworld/2012-09-30/300912-PublicLendingRight-OrganogramV1.xls': 12},1
Qualifications and Curriculum Development Agency,2011-03-31,12,52,{u'/data/qcda/2011-03-31/government-staff-and-salary-data-QCDA---March-2011.xls': 64},1
Qualifications and Curriculum Development Agency,2011-09-30,9,41,{u'/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls': 50},1
Queen Elizabeth II Conference Centre,2011-09-30,1,28,{u'/data/qeiicc/2011-09-30/300911-QEIICC-government-staff-and-salary-data---October-2011.xls': 29},1
Queen Elizabeth II Conference Centre,2012-03-31,1,0,{u'/data/qeiicc/2012-03-31/310312-government-staff-and-salary-data-QEIICC---March-2012.xls': 1},1
Queen Elizabeth II Conference Centre,2012-09-30,1,0,{u'/data/qeiicc/2012-09-30/300912-government-staff-and-salary-data-QEIICC---Sept-2012.xls': 1},1
Royal Air Force Museum,2011-03-31,3,33,{u'/data/rafmuseum/2011-03-31/Staff-and-salary-data-blank-template---March-2011.xls': 36},1
Royal Air Force Museum,2011-09-30,3,30,{u'/data/rafmuseum/2011-09-30/RAFM-staff-and-salary-data---Sep-2011.xls': 33},1
Royal Air Force Museum,2012-09-30,3,30,{u'/data/rafmuseum/2012-09-30/RAF-Museum-Organogram-300912.xls': 33},1
Royal Air Force Museum,2013-09-30,2,30,{u'/data/rafmuseum/2013-09-30/RAF-Museum-Organogram-300913.xls': 32},1
Royal Air Force Museum,2014-03-31,3,24,{u'/data/rafmuseum/2014-03-31/RAF-Museum-Organogram-310314.xls': 27},1
Royal Air Force Museum,2014-09-30,3,17,{u'/data/rafmuseum/2014-09-30/RAF-Museum-Organogram-September-2014.xls': 20},1
Royal Air Force Museum,2015-03-31,5,22,{u'/data/rafmuseum/2015-03-31/RAF-Museum-Organogram-31032015.xls': 27},1
Royal Air Force Museum,2016-03-31,5,26,{u'/data/mod/2016-03-31/RAFMSalaryDataSpreadsheetAsAt31Mar2016.xls': 31},1
Royal Armouries,2012-09-30,7,66,{u'/data/armouries/2012-09-30/300912---Royal-Armouries.xls': 73},1
Royal Armouries,2013-03-31,7,71,{u'/data/armouries/2013-03-31/310313---Royal-Armouries.xls': 78},1
Royal Museums Greenwich,2013-09-30,7,96,{u'/data/rmg/2013-09-30/Government-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 103},1
Rural Payments Agency,2011-03-31,9,126,{u'/data/defra/2011-03-31/RPA-government-staff-and-salary-data---March-2011-V2.xls': 135},1
Rural Payments Agency,2011-09-30,13,177,{u'/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls': 190},1
Rural Payments Agency,2013-09-30,13,243,{u'/data/rpa/2013-09-30/Government-staff-and-salary-data-blank-template-FINAL-(4.8).xls': 256},1
Rural Payments Agency,2016-03-31,15,201,{u'/data/rpa/2016-03-31/OFFICIAL---SENSITIVE-Government-staff-and-salary-data-blank-template-FINAL-(4.9).xls': 216},1
Science and Technology Facilities Council,2011-03-31,39,347,{u'/data/stfc/2011-03-31/STFC-v3-24May-reload.xls': 386},1
Science and Technology Facilities Council,2011-09-30,37,321,{u'/data/stfc/2011-09-30/300911-STFC-Organogram-V4.xls': 358},1
Science and Technology Facilities Council,2013-09-30,31,311,{u'/data/stfc/2013-09-30/STFC-September-2013-FINAL-ex-ELIMINATED.xls': 342},1
Science Museum Group,2012-03-31,12,310,{u'/data/nmsi/2012-03-31/310312-SMG-Organogram-Data-v1.xls': 322},1
Science Museum Group,2012-09-30,12,303,{u'/data/nmsi/2012-09-30/300912-SMG-Organogram-Data-v1.xls': 315},1
Science Museum Group,2013-03-31,12,179,{u'/data/sciencemuseum/2013-03-31/310313-SMG-Organogram-Data-v1.xls': 191},1
Science Museum Group,2015-09-30,13,117,{u'/data/sciencemuseum/2015-09-30/300915-SMG-Organogram-Data-v2.xls': 130},1
Scotland Office,2011-03-31,4,56,{u'/data/scotlandoffice/2011-03-31/Transparency-Data-for-government-staff-and-salary-data-blank-template---March-2011.xls': 59},1
Scotland Office,2011-03-31,4,56,{u'/data/scotlandoffice/2011-03-31/Transparency-Data-for-government-staff-and-salary-data-blank-template---March-2011.xls': 59},1
Scotland Office,2011-09-30,4,51,{u'/data/scotlandoffice/2011-09-30/300311Transparency-Data-for-Govt-staff-and-salary-SO-Final-Template---November-2011.xls': 55},1
Scotland Office,2012-09-30,4,47,{u'/data/scotlandoffice/2012-09-30/300912Transparency-Data-for-Govt-staff-and-salary-SO-Template-new--September-2012.xls': 51},1
Scottish Government,2011-03-31,216,1042,{u'/data/scotland/2011-03-31/March-2011-Organogram.xls': 1258},1
Scottish Law Commission,2011-03-31,1,0,{u'/data/scotland/2011-03-31/March-2011-Organogram.xls': 1},1
Security Industry Authority,2011-03-31,4,67,{u'/data/the-sia/2011-03-31/Transparency-agenda-work-SIA.xls': 71},1
Security Industry Authority,2011-09-30,4,86,{u'/data/sia/2011-09-30/SIA.xls': 90},1
